playerID,year,stint,tmID,GP,GS,minutes,points,oRebounds,dRebounds,assists,steals,blocks,turnovers,PF,ftAttempted,threeAttempted,dq,PostGP,PostGS,PostPoints,PostoRebounds,PostdRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostftAttempted,PostthreeAttempted,PostDQ
johnsti01w,1,0,HOU,31,29,687,131,59,88,10,10,16,17,86,50,0,1,6,6,22,12,17,1,3,2,7,15,2,0,0
johnsti01w,2,0,HOU,32,28,672,148,44,94,22,12,15,42,67,28,0,0,2,2,18,4,13,3,0,3,4,5,7,0,0
johnsti01w,3,0,HOU,32,32,815,201,73,100,39,17,24,38,67,58,2,0,3,3,8,2,7,1,0,6,4,8,0,0,0
johnsti01w,4,0,HOU,22,3,359,77,19,44,13,3,7,20,33,23,0,0,3,0,0,2,4,0,2,0,1,4,0,0,0
johnsti01w,5,0,HOU,33,11,660,142,30,92,27,9,17,31,72,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
johnsti01w,7,0,SEA,32,8,643,150,31,93,17,10,17,31,66,37,0,0,3,0,19,4,9,5,1,1,3,8,7,0,0
johnsvi01w,1,0,NYL,31,31,1023,380,40,97,77,22,5,57,48,76,71,0,7,7,72,10,25,24,8,0,13,14,14,22,0
johnsvi01w,2,0,NYL,32,32,939,353,23,84,87,35,4,52,62,70,82,1,6,6,89,7,20,28,13,2,14,11,15,22,0
johnsvi01w,3,0,NYL,31,31,1028,359,42,67,86,27,4,45,60,61,76,0,8,8,98,8,22,24,7,0,11,10,16,27,0
johnsvi01w,4,0,NYL,32,32,1042,430,30,65,75,29,7,55,65,92,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
johnsvi01w,5,0,NYL,34,34,1119,321,37,84,124,25,4,71,75,70,60,0,5,5,41,11,11,16,5,1,4,10,12,10,0
johnsvi01w,6,0,NYL,34,34,1023,353,37,81,92,23,2,44,56,84,84,0,2,2,26,0,6,7,1,0,4,7,8,3,0
johnsvi01w,7,0,SAS,34,34,1004,337,55,112,122,28,3,59,61,90,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
johnsvi01w,8,0,SAS,30,29,852,243,51,93,104,34,8,36,46,39,49,0,5,5,47,9,20,23,6,1,9,11,6,19,0
johnsvi01w,9,0,SAS,32,32,892,213,39,130,115,26,5,49,42,36,39,0,9,9,75,10,32,28,9,0,19,13,11,10,0
johnsvi01w,10,0,SAS,32,32,737,204,23,85,77,16,4,39,40,27,56,0,3,3,46,3,6,14,5,0,3,6,6,7,0
jonesas01w,3,0,WAS,32,5,612,208,39,50,28,13,17,39,88,33,10,2,5,0,18,3,5,3,0,1,1,13,2,2,0
jonesas01w,4,0,WAS,34,10,748,290,62,73,52,16,25,63,109,55,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0
jonesas01w,5,0,CON,34,1,699,235,51,67,39,20,18,53,82,48,6,0,8,0,59,8,13,11,5,1,18,10,11,0,0
jonesas01w,6,0,CON,33,4,705,301,54,67,40,10,7,51,70,56,5,0,8,0,71,8,20,7,2,4,11,23,23,2,0
jonesas01w,7,0,CON,34,2,777,377,59,124,46,23,20,60,74,79,19,0,5,0,35,10,12,10,3,3,8,13,16,2,0
jonesas01w,8,0,CON,30,30,942,459,65,118,75,25,23,91,90,94,12,1,3,3,47,7,17,10,3,2,5,11,3,1,0
jonesas01w,9,0,CON,33,33,963,561,73,128,81,20,26,74,85,139,23,2,3,3,45,9,13,4,2,1,7,9,12,2,0
jonesas01w,10,0,CON,23,23,727,384,43,93,56,20,13,49,79,80,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0
jonesch01w,5,0,DET,31,8,397,107,8,26,45,18,5,40,41,31,32,0,2,0,2,0,0,1,0,0,1,2,0,0,0
jonesch01w,6,1,DET,21,0,329,125,8,23,23,13,2,23,42,19,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jonesch01w,6,2,MIN,10,9,281,81,10,23,30,13,3,17,26,19,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jonesch01w,7,0,MIN,6,0,38,17,2,3,3,1,0,2,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jonesja01w,1,0,MIA,21,0,233,68,10,12,10,8,0,25,40,16,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jonesla01w,1,0,CHA,9,0,54,19,0,5,2,0,1,4,5,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jonesme01w,1,0,CLE,32,32,948,352,52,87,63,29,2,60,86,47,45,2,6,6,83,11,32,11,7,0,8,14,12,20,0
jonesme01w,2,0,CLE,30,30,998,404,43,121,45,29,4,53,59,82,34,0,3,3,36,8,10,9,1,1,3,5,5,3,0
jonesme01w,3,0,CLE,32,32,1094,391,33,143,72,44,4,55,60,79,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jonesme01w,4,0,CLE,34,15,672,164,18,79,44,22,3,36,59,39,13,0,3,0,5,3,2,0,0,0,2,2,2,1,0
jonesme01w,5,0,DET,33,2,517,180,23,46,21,19,2,26,41,32,15,0,3,1,23,3,9,2,4,0,2,8,1,1,0
kellycr01w,9,0,SAC,33,4,551,243,47,62,15,18,5,41,61,140,1,0,3,3,37,4,6,4,1,0,2,8,10,0,0
kellycr01w,10,2,DET,11,0,84,31,6,8,4,4,1,11,16,18,0,0,3,0,4,0,2,2,0,0,0,2,4,0,0
kellycr01w,10,1,SAC,23,4,283,98,20,19,8,7,2,22,40,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kingbsu01w,6,0,MIN,3,0,17,3,0,1,1,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kingija01w,2,0,DET,29,17,625,169,20,43,74,31,8,53,42,36,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kingija01w,5,1,DET,5,0,15,3,0,1,1,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kingija01w,5,2,PHO,13,0,128,20,5,8,12,5,2,7,10,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kingija01w,7,0,SAS,18,1,115,25,3,7,11,6,0,5,8,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
klimezu01w,3,0,IND,11,0,39,5,1,4,2,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
klimezu01w,4,0,IND,1,0,3,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
koehnla01w,6,0,WAS,30,0,230,113,4,7,10,2,0,6,15,5,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
koehnla01w,7,0,WAS,32,0,161,71,0,12,8,2,2,5,16,4,42,0,2,0,0,0,0,0,0,0,0,0,0,0,0
koehnla01w,8,0,WAS,28,0,109,40,0,8,5,0,0,3,8,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
koehnla01w,9,0,WAS,30,0,144,71,4,7,3,0,0,10,9,2,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
korstil01w,2,0,PHO,12,0,75,21,6,5,5,3,0,9,4,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kostaan01w,7,0,HOU,32,0,266,67,3,22,19,7,0,42,41,35,30,0,2,0,5,0,1,1,0,0,3,2,1,0,0
kostita01w,1,0,MIA,5,0,46,7,3,2,4,2,0,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kraayca01w,6,0,NYL,17,0,196,69,13,14,5,4,8,17,21,15,24,0,2,0,8,2,5,0,0,0,2,6,6,1,0
kraayca01w,7,0,NYL,34,13,903,298,46,112,32,16,15,62,71,72,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kraayca01w,8,0,NYL,34,34,967,366,38,116,51,32,20,84,84,70,129,0,3,3,38,4,14,2,2,3,4,9,5,12,0
kraayca01w,9,0,NYL,34,34,961,326,50,159,49,28,26,55,95,51,165,2,6,6,44,14,31,17,4,3,10,15,4,29,0
kraayca01w,10,0,NYL,34,26,888,307,32,123,32,22,13,66,76,49,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kubikni01w,1,0,PHO,4,0,19,6,0,2,2,0,0,3,4,4,1,0,2,0,2,0,0,0,0,0,1,2,2,0,0
kubikni01w,2,0,PHO,3,0,21,2,0,2,5,4,0,3,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lacyje01w,7,0,PHO,33,3,504,162,42,60,14,12,12,45,102,58,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
lacyje01w,8,0,PHO,20,0,94,35,10,9,2,3,0,10,26,18,3,0,1,0,2,0,0,0,0,0,0,2,2,0,0
lacyje01w,9,0,ATL,33,22,605,189,35,54,27,18,6,37,97,55,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0
lacyje01w,10,0,ATL,32,0,362,96,32,38,9,9,7,24,57,33,19,0,2,0,2,1,1,0,0,0,0,3,4,2,0
lacyve01w,1,0,NYL,2,2,18,6,1,4,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lambesh01w,3,0,CHA,3,0,16,2,2,1,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lambesh01w,4,0,DET,27,1,187,87,10,18,14,5,0,29,15,41,16,0,7,0,5,0,2,1,0,0,4,3,0,3,0
lambesh01w,5,0,HOU,34,25,788,197,19,49,88,26,4,82,46,51,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lambesh01w,6,0,DET,12,5,152,33,2,15,21,8,1,24,11,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lambmo01w,1,0,HOU,13,2,140,26,5,21,3,2,4,4,23,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
langhcr01w,9,0,WAS,34,6,529,164,53,83,15,15,6,36,54,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
langhcr01w,10,0,WAS,34,22,1013,408,101,167,29,34,13,76,74,119,2,0,2,2,33,5,15,1,1,1,6,6,8,0,0
larkier01w,9,0,NYL,27,0,335,129,38,35,18,10,7,35,54,56,0,0,6,0,26,12,17,1,3,1,8,12,10,0,0
larkier01w,10,0,NYL,18,0,137,44,11,20,8,9,4,16,19,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lassiam01w,2,0,HOU,32,18,613,138,27,83,34,16,21,35,66,15,67,0,2,0,19,1,8,0,0,3,2,4,2,9,0
lassiam01w,3,1,HOU,6,0,46,1,1,5,2,2,2,2,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lassiam01w,3,2,SEA,24,22,554,126,23,40,55,27,19,49,58,17,66,1,2,2,10,0,7,4,3,1,5,4,0,9,0
lassiam01w,4,0,SEA,32,18,733,163,33,79,42,27,26,42,92,30,73,2,0,0,0,0,0,0,0,0,0,0,0,0,0
lassiam01w,5,0,MIN,33,12,563,127,15,65,37,21,22,40,74,9,89,0,2,0,9,0,4,1,2,3,4,5,0,6,0
lassiam01w,6,0,MIN,31,3,388,107,10,36,23,14,4,29,55,11,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lassiam01w,7,0,CHI,32,29,778,257,25,63,65,42,17,57,89,31,149,3,0,0,0,0,0,0,0,0,0,0,0,0,0
lattaiv01w,8,0,DET,31,1,221,93,4,15,20,8,2,16,24,7,49,0,10,0,19,0,3,3,2,0,2,3,6,15,0
lattaiv01w,9,0,ATL,34,31,960,388,13,59,123,45,1,61,83,106,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lattaiv01w,10,0,ATL,24,0,350,146,3,13,34,13,1,26,32,46,50,0,2,2,27,2,2,5,1,0,3,5,9,9,0
lawsoed01w,6,2,HOU,17,0,114,25,1,6,4,2,1,12,5,4,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0
lawsoed01w,6,1,NYL,2,0,12,2,0,2,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lawsoed01w,7,0,SEA,26,0,209,43,2,19,29,15,1,19,20,6,19,0,3,0,4,0,0,1,0,0,0,0,2,4,0
lawsoed01w,9,0,SAS,30,1,280,100,9,22,26,12,0,25,29,9,47,0,5,0,25,3,9,9,3,0,5,5,4,15,0
lawsoed01w,10,0,SAS,33,12,583,172,9,57,74,29,1,29,53,18,113,0,3,3,32,4,5,6,2,0,3,6,0,13,0
lawsoka01w,4,0,SAC,34,0,769,263,30,77,56,15,5,42,45,40,135,0,6,0,32,2,21,16,1,2,4,8,8,23,0
lawsoka01w,5,0,SAC,34,10,827,294,12,65,68,21,8,53,41,44,134,0,6,0,58,3,12,11,8,1,5,10,9,24,0
lawsoka01w,6,0,SAC,24,1,508,192,7,26,37,13,3,22,28,31,81,0,8,2,90,2,27,18,8,1,11,9,18,29,0
lawsoka01w,7,0,SAC,34,6,749,277,11,54,56,20,4,43,37,39,123,0,9,9,110,14,17,14,9,1,12,14,14,48,0
lawsoka01w,8,0,SAC,34,0,774,375,24,56,67,29,8,49,49,88,133,0,3,0,37,1,6,9,3,2,2,5,7,13,0
lawsoka01w,9,0,SAC,32,32,829,391,16,66,67,28,2,48,41,58,139,0,3,3,29,1,14,13,2,0,7,5,5,8,0
lawsoka01w,10,0,SAC,25,5,604,220,11,42,63,16,1,35,24,33,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lazicka01w,2,0,NYL,8,0,55,17,2,4,3,3,0,10,9,2,2,0,2,0,0,0,1,0,0,0,1,0,0,0,0
lehnish01w,10,0,ATL,34,20,707,102,19,60,127,18,3,54,44,31,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lennobe01w,1,0,MIN,32,31,984,541,53,125,82,53,9,97,112,105,139,4,0,0,0,0,0,0,0,0,0,0,0,0,0
lennobe01w,2,0,MIN,11,7,241,121,13,41,16,10,4,25,29,20,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lennobe01w,3,2,MIA,26,3,581,310,18,55,47,25,5,62,79,58,131,2,0,0,0,0,0,0,0,0,0,0,0,0,0
lennobe01w,3,1,MIN,5,1,138,31,2,14,16,5,0,20,23,10,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0
lennobe01w,4,0,CLE,34,1,560,258,19,70,32,14,4,58,77,36,103,0,3,0,21,1,6,3,3,0,4,7,2,5,0
lennobe01w,5,0,SEA,32,32,920,358,28,131,79,34,3,77,89,68,83,0,8,8,117,4,25,21,8,1,23,21,24,18,0
lennobe01w,6,0,SEA,28,26,800,346,21,103,57,35,5,75,82,87,78,0,3,3,46,1,13,8,3,0,6,9,14,12,0
lennobe01w,7,0,SEA,34,34,891,465,34,103,73,36,5,98,92,71,90,2,3,3,35,2,15,15,5,0,8,4,7,19,0
lennobe01w,8,0,SEA,34,34,937,454,47,113,92,36,5,91,75,121,99,0,2,2,36,5,8,4,2,0,4,9,5,13,1
lennobe01w,9,0,ATL,34,33,1010,595,36,107,81,45,3,114,92,138,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lennobe01w,10,0,LAS,30,13,640,306,33,103,54,26,4,70,70,66,83,0,6,0,74,2,16,9,5,0,11,11,15,25,0
leslili01w,1,0,LAS,32,32,1028,570,75,231,60,31,74,103,134,205,32,7,4,4,75,10,31,8,1,5,13,14,23,3,0
leslili01w,2,0,LAS,31,31,1033,606,88,210,73,34,71,98,132,193,60,3,7,7,156,28,58,21,12,31,26,22,50,7,0
leslili01w,3,0,LAS,31,31,1060,523,78,244,83,46,90,108,123,183,37,7,6,6,116,10,37,11,11,17,8,22,26,8,0
leslili01w,4,0,LAS,23,23,792,424,76,155,46,31,63,65,93,133,37,3,9,9,187,22,58,23,12,28,24,39,54,3,1
leslili01w,5,0,LAS,34,34,1150,598,60,276,88,50,98,110,130,205,22,5,3,3,34,4,22,2,1,8,8,10,8,0,0
leslili01w,6,0,LAS,34,34,1096,517,70,178,87,67,71,100,122,174,34,2,2,2,18,4,9,7,5,3,2,8,13,0,0
leslili01w,7,0,LAS,34,34,1043,680,83,240,108,51,57,126,115,243,20,4,5,5,63,12,24,9,4,8,17,20,29,3,0
leslili01w,9,0,LAS,33,33,1059,497,84,209,80,49,97,119,117,177,17,2,6,6,83,12,41,13,7,17,26,29,24,4,2
leslili01w,10,0,LAS,23,21,638,354,56,95,49,16,33,59,75,90,6,1,6,6,100,19,36,12,8,9,13,26,39,0,1
leuchye01w,7,0,CHA,4,0,38,12,2,3,3,0,1,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leuchye01w,8,0,WAS,6,0,29,4,2,1,3,2,0,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
levanni01w,2,0,LAS,13,0,67,20,5,4,7,5,1,5,3,1,17,0,3,0,0,0,0,0,0,0,0,0,0,2,0
lewista01w,3,0,SEA,14,0,57,18,7,17,3,2,0,7,12,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lewisty01w,2,0,HOU,29,4,419,97,21,41,15,11,4,26,26,17,20,0,2,0,0,0,0,2,0,0,0,1,0,0,0
lewisty01w,3,0,HOU,17,1,145,34,6,12,9,3,3,9,18,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lewisty01w,4,0,CHA,23,0,234,70,11,22,20,10,6,16,18,12,13,0,2,0,14,2,1,4,0,1,0,2,6,1,0
lewisty01w,5,0,CHA,34,2,617,246,23,34,44,27,7,44,47,58,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0
lewisty01w,6,1,CHA,10,1,166,47,10,10,13,3,3,11,7,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lewisty01w,6,2,MIN,11,0,90,28,0,5,7,3,1,11,7,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lewisty01w,7,0,MIN,19,0,202,46,10,17,18,12,5,16,16,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
liebena01w,9,0,DET,1,0,9,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
littlca01w,8,0,SAS,34,7,711,132,57,95,23,30,11,40,70,40,11,0,5,0,18,4,7,4,2,6,4,10,12,0,0
littlca01w,9,1,ATL,13,2,221,62,18,22,9,10,7,18,34,27,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
littlca01w,9,2,SEA,19,13,442,185,29,54,27,18,6,42,52,45,15,2,3,3,35,4,6,1,3,0,10,9,18,4,0
littlca01w,10,0,SEA,34,34,1044,341,75,147,35,39,13,67,118,126,27,1,3,3,23,1,9,3,2,2,4,14,2,6,0
lloydan01w,1,0,MIN,14,2,333,75,14,29,22,12,2,24,32,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lobore01w,2,0,NYL,16,0,85,17,2,12,1,2,0,7,16,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lobore01w,3,0,HOU,21,0,132,34,9,14,12,1,5,11,10,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lobore01w,4,0,CON,25,13,297,59,9,43,5,6,15,14,33,9,28,0,2,1,9,3,5,5,0,4,2,4,0,4,0
lovelst01w,1,0,SEA,23,1,324,99,19,38,16,13,2,35,42,31,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lovelst01w,2,0,SEA,22,2,211,76,14,18,9,8,5,18,23,17,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lovelst01w,5,0,MIN,34,0,388,121,25,41,20,18,9,45,47,24,17,0,2,0,6,1,2,1,0,1,1,0,4,1,0
lovelst01w,6,0,MIN,34,2,594,209,35,72,31,24,11,37,57,54,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lovelst01w,7,0,CHI,34,6,623,253,48,88,22,19,20,53,69,56,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lovelst01w,8,0,WAS,9,0,105,24,6,7,2,4,0,7,13,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lovelst01w,9,1,ATL,15,7,258,91,20,34,15,17,10,18,34,13,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0
lovelst01w,9,2,DET,7,2,44,10,1,6,1,1,0,4,6,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
luckepa01w,2,0,PHO,1,0,8,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
luzhe01w,2,0,WAS,32,3,489,164,10,27,55,28,5,43,47,25,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
luzhe01w,3,0,WAS,32,0,474,187,9,23,48,18,5,43,40,19,106,0,4,0,18,0,3,8,2,0,3,2,0,8,0
luzhe01w,4,0,WAS,20,0,165,59,2,8,21,6,2,11,16,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lyttlsa01w,6,0,HOU,33,0,460,140,35,90,17,20,3,23,45,40,0,0,5,0,10,2,10,0,2,0,0,5,6,0,0
lyttlsa01w,7,0,HOU,29,2,380,106,40,74,8,25,4,18,61,42,0,0,2,0,11,0,10,0,1,0,2,4,4,0,0
lyttlsa01w,8,0,HOU,31,25,506,183,66,98,30,37,20,40,62,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lyttlsa01w,9,0,HOU,27,9,489,222,49,119,24,40,27,30,64,51,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
lyttlsa01w,10,0,ATL,34,31,931,443,72,182,51,68,22,64,105,101,1,2,2,2,17,3,7,4,4,0,4,8,7,1,0
mabikmw01w,1,0,LAS,32,32,940,394,45,134,98,58,18,51,117,89,159,2,4,4,70,6,15,4,6,4,5,14,4,32,0
mabikmw01w,2,0,LAS,28,24,828,313,22,108,87,39,11,44,74,79,123,0,7,7,63,6,40,17,7,6,10,21,14,40,0
mabikmw01w,3,0,LAS,32,32,1050,539,32,135,92,38,9,62,90,118,175,1,6,6,88,11,30,25,8,1,10,19,26,25,0
mabikmw01w,4,0,LAS,32,30,1042,441,34,107,82,30,18,74,105,112,106,3,9,9,129,10,40,21,14,2,20,29,13,34,0
mabikmw01w,5,0,LAS,31,31,965,445,39,83,75,36,3,48,88,108,94,0,3,3,56,3,5,10,7,0,6,10,16,20,0
mabikmw01w,6,0,LAS,17,14,367,99,8,19,29,15,0,14,43,20,49,0,1,1,2,0,0,0,0,0,2,0,0,2,0
mabikmw01w,7,0,LAS,32,32,679,272,17,47,48,19,6,37,77,63,96,0,5,4,77,7,13,10,7,0,8,21,17,30,1
mabikmw01w,8,0,LAS,33,23,762,267,16,110,72,28,4,73,90,57,116,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mabikmw01w,9,0,HOU,20,11,327,92,10,27,17,10,0,12,39,21,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
macchla01w,5,0,LAS,25,15,410,152,23,38,14,21,6,29,56,55,26,0,1,0,2,1,3,1,1,0,3,4,0,1,0
macchla01w,6,0,LAS,13,1,148,63,6,12,7,8,1,13,23,17,28,0,2,0,7,0,0,0,0,0,0,1,2,1,0
machacl01w,1,0,LAS,31,1,421,110,20,52,18,13,4,19,66,25,1,1,4,0,12,6,5,0,1,1,1,6,6,0,0
machacl01w,2,0,CHA,30,8,580,163,34,87,17,16,16,41,95,57,0,2,8,0,38,7,12,2,3,3,6,11,6,0,0
machacl01w,3,0,ORL,29,25,428,138,26,38,17,12,4,33,61,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mahonme01w,7,0,CON,31,1,351,76,15,51,24,7,1,25,38,19,29,0,4,0,0,0,2,0,0,0,2,2,0,3,0
mahonme01w,8,0,CON,18,0,121,31,7,7,8,4,1,11,18,22,6,0,2,0,7,2,1,0,1,0,0,3,2,1,0
mahonsh01w,1,0,NYL,15,3,158,27,10,20,4,2,1,5,14,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mahonsh01w,3,0,PHO,3,0,13,5,2,0,1,0,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maigaha01w,3,0,SAC,23,3,197,40,18,19,9,15,3,23,37,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maigaha01w,4,0,SAC,22,0,190,42,13,24,14,18,2,14,27,20,0,0,4,0,2,1,2,2,0,0,5,4,0,0,0
maigaha01w,5,0,SAC,34,0,480,140,35,36,25,29,6,49,63,29,0,0,6,0,5,3,3,4,7,0,7,11,4,1,0
maigaha01w,6,0,SAC,34,0,408,129,31,36,30,24,6,42,69,35,0,0,8,0,30,5,8,4,5,3,8,16,6,0,1
maigaha01w,7,0,SAC,34,7,537,177,35,38,30,32,9,45,80,48,1,1,9,0,36,8,7,12,6,1,10,23,5,0,0
maigaha01w,8,0,HOU,34,34,1008,310,39,98,77,57,3,70,113,78,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
maigaha01w,9,0,HOU,26,22,590,202,30,55,39,33,8,57,64,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maigaha01w,10,0,SAC,34,5,676,303,34,55,37,31,8,52,76,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malcona01w,2,0,IND,31,23,705,257,31,60,26,13,3,48,75,62,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0
malcona01w,3,0,IND,29,28,599,156,22,39,21,13,3,34,42,37,41,0,3,3,17,1,5,0,0,0,2,9,3,4,1
malloso01w,4,0,PHO,6,0,44,10,4,6,0,1,4,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maltsev01w,8,0,CON,26,7,482,147,16,50,39,20,2,26,39,12,77,0,3,0,0,0,4,1,1,3,3,3,0,6,0
mannish01w,1,0,MIA,24,9,403,103,41,59,17,23,4,39,59,26,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mannkr01w,6,0,MIN,24,0,185,71,11,24,11,8,1,7,16,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mannkr01w,7,0,MIN,33,33,894,245,23,90,94,19,7,50,71,34,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mannkr01w,8,0,MIN,34,17,882,258,39,83,43,31,7,27,81,37,106,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mannkr01w,9,1,ATL,13,8,223,45,9,10,14,8,4,14,23,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mannkr01w,9,2,IND,5,0,31,2,1,3,1,1,1,1,0,0,1,0,3,0,10,1,0,1,1,0,4,4,0,6,0
mannkr01w,10,0,WAS,16,0,95,25,2,12,6,3,0,3,9,1,18,0,1,0,3,1,0,0,0,0,1,1,0,2,0
mapprh01w,1,0,CHA,30,30,856,357,60,145,64,30,24,59,112,88,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0
mapprh01w,2,0,LAS,30,0,395,126,34,45,14,16,6,25,60,32,3,0,5,0,6,1,6,3,0,0,2,5,0,0,0
mapprh01w,4,0,LAS,24,4,255,62,26,42,6,7,6,12,45,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marcimi01w,1,0,POR,32,0,537,177,11,48,73,37,6,67,79,75,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0
marcimi01w,2,0,SEA,27,5,392,132,17,21,47,30,2,30,49,37,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marcimi01w,3,0,SEA,23,1,280,72,8,20,38,11,2,25,33,29,8,0,2,0,8,0,2,1,3,0,4,3,6,1,0
martima01w,1,0,MIN,30,13,456,132,25,42,21,17,13,29,81,32,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0
martima01w,2,0,MIN,31,12,494,95,27,59,19,17,15,37,87,31,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0
martinu01w,6,0,MIN,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
